scientific_name,geometry
Pinus aristata Engelm.,"c(-105.593003, 39.641813)"
Pinus aristata Engelm.,"c(-105.603699, 39.632862)"
Pinus aristata Engelm.,"c(-106.46283, 37.977587)"
Pinus aristata Engelm.,"c(-105.516243, 39.67926)"
Pinus aristata Engelm.,"c(-111.720303, 35.328068)"
Pinus aristata Engelm.,"c(-106.10553, 39.056081)"
Pinus aristata Engelm.,"c(-111.683845, 35.337497)"
Pinus aristata Engelm.,"c(-105.645206, 39.833175)"
Pinus aristata Engelm.,"c(-105.645681, 39.832164)"
Pinus aristata Engelm.,"c(-105.645628, 39.831997)"
Pinus aristata Engelm.,"c(-105.099289, 37.168092)"
Pinus aristata Engelm.,"c(-105.516174, 39.679199)"
Pinus aristata Engelm.,"c(-105.646211, 39.835056)"
Pinus aristata Engelm.,"c(-106.065861, 39.284722)"
Pinus aristata Engelm.,"c(-105.645082, 39.832638)"
Pinus aristata Engelm.,"c(-105.064789, 38.876915)"
Pinus aristata Engelm.,"c(-104.912128, 39.716919)"
Pinus aristata Engelm.,"c(-105.49363, 39.679538)"
Pinus aristata Engelm.,"c(-105.722053, 39.407337)"
Pinus aristata Engelm.,"c(-105.940092, 39.610447)"
Pinus aristata Engelm.,"c(-105.026183, 38.970997)"
Pinus aristata Engelm.,"c(-105.181017, 38.879097)"
Pinus aristata Engelm.,"c(-105.184537, 38.895635)"
Pinus aristata Engelm.,"c(-105.59934, 39.652234)"
Pinus aristata Engelm.,"c(-105.065381, 38.876863)"
Pinus aristata Engelm.,"c(-105.600544, 39.636641)"
Pinus aristata Engelm.,"c(-105.486503, 39.220488)"
Pinus aristata Engelm.,"c(-105.592594, 39.642186)"
Pinus aristata Engelm.,"c(-106.393788, 37.884899)"
Pinus aristata Engelm.,"c(-105.751467, 39.470206)"
Pinus aristata Engelm.,"c(-105.161052, 38.750024)"
Pinus aristata Engelm.,"c(-105.600865, 39.636605)"
Pinus aristata Engelm.,"c(-105.593115, 39.641695)"
Pinus aristata Engelm.,"c(-105.872475, 39.175188)"
Pinus aristata Engelm.,"c(-105.005441, 37.362106)"
Pinus aristata Engelm.,"c(-105.537147, 39.316788)"
Pinus aristata Engelm.,"c(-106.807964, 37.465214)"
Pinus aristata Engelm.,"c(-106.535037, 37.981385)"
Pinus aristata Engelm.,"c(-105.592929, 39.641903)"
Pinus aristata Engelm.,"c(-105.523054, 39.675544)"
Pinus aristata Engelm.,"c(-105.775055, 39.418005)"
Pinus aristata Engelm.,"c(-105.022273, 38.732996)"
Pinus aristata Engelm.,"c(-106.355897, 38.665062)"
Pinus aristata Engelm.,"c(-105.872245, 39.1758)"
Pinus aristata Engelm.,"c(-105.599517, 39.637475)"
Pinus aristata Engelm.,"c(-105.599269, 39.637667)"
Pinus aristata Engelm.,"c(-106.072992, 39.366292)"
Pinus aristata Engelm.,"c(-106.077756, 39.026034)"
Pinus aristata Engelm.,"c(-105.709062, 40.231914)"
Pinus aristata Engelm.,"c(-105.521305, 39.676782)"
Pinus aristata Engelm.,"c(-106.270242, 38.950083)"
Pinus aristata Engelm.,"c(-111.651082, 35.32714)"
Pinus aristata Engelm.,"c(-105.621812, 39.828037)"
Pinus aristata Engelm.,"c(-105.427003, 36.590497)"
Pinus aristata Engelm.,"c(-105.046784, 38.862388)"
Pinus aristata Engelm.,"c(-105.792502, 39.573138)"
Pinus aristata Engelm.,"c(-105.597755, 39.656333)"
Pinus aristata Engelm.,"c(-106.210053, 39.33606)"
Pinus aristata Engelm.,"c(-105.599253, 39.637577)"
Pinus aristata Engelm.,"c(-105.592816, 39.64272)"
Pinus aristata Engelm.,"c(-105.59198, 39.642392)"
Pinus aristata Engelm.,"c(-111.716201, 35.331739)"
Pinus aristata Engelm.,"c(-105.516158, 39.679295)"
Pinus aristata Engelm.,"c(-106.344597, 38.519371)"
Pinus aristata Engelm.,"c(-105.953462, 39.607076)"
Pinus aristata Engelm.,"c(-106.11441, 39.250774)"
Pinus aristata Engelm.,"c(-106.075255, 39.206105)"
Pinus aristata Engelm.,"c(-106.083017, 39.31926)"
Pinus aristata Engelm.,"c(-106.24852, 38.796862)"
Pinus aristata Engelm.,"c(-105.616554, 39.628284)"
Pinus aristata Engelm.,"c(-105.616554, 39.628284)"
Pinus aristata Engelm.,"c(-105.616554, 39.628284)"
Pinus aristata Engelm.,"c(-105.616554, 39.628284)"
Pinus aristata Engelm.,"c(-105.572032, 39.669733)"
Pinus aristata Engelm.,"c(-106.432762, 37.921092)"
Pinus aristata Engelm.,"c(-106.667088, 37.431297)"
Pinus aristata Engelm.,"c(-106.730918, 37.448479)"
Pinus aristata Engelm.,"c(-105.494862, 36.666163)"
Pinus aristata Engelm.,"c(-105.522185, 39.677597)"
Pinus aristata Engelm.,"c(-105.444892, 38.633396)"
Pinus aristata Engelm.,"c(-106.366391, 39.640222)"
Pinus aristata Engelm.,"c(-106.099136, 39.203469)"
Pinus aristata Engelm.,"c(-105.022776, 38.840754)"
Pinus aristata Engelm.,"c(-105.522157, 39.675623)"
Pinus aristata Engelm.,"c(-105.522067, 39.675729)"
Pinus aristata Engelm.,"c(-105.666448, 39.223003)"
Pinus aristata Engelm.,"c(-105.065392, 38.876838)"
Pinus aristata Engelm.,"c(-105.740499, 39.673825)"
Pinus aristata Engelm.,"c(-106.074836, 39.321875)"
Pinus aristata Engelm.,"c(-105.592769, 39.642535)"
Pinus aristata Engelm.,"c(-106.41298, 37.551783)"
Pinus aristata Engelm.,"c(-105.136903, 38.833536)"
Pinus aristata Engelm.,"c(-106.0505, 39.477067)"
Pinus aristata Engelm.,"c(-105.722101, 39.970675)"
Pinus aristata Engelm.,"c(-105.43287, 39.292637)"
Pinus aristata Engelm.,"c(-106.025018, 39.460212)"
Pinus aristata Engelm.,"c(-106.35785, 37.882522)"
Pinus aristata Engelm.,"c(-106.071281, 39.365526)"
Pinus aristata Engelm.,"c(-105.665558, 37.961208)"
Pinus aristata Engelm.,"c(-105.02623, 38.97103)"
Pinus aristata Engelm.,"c(-105.738548, 39.696398)"
Pinus aristata Engelm.,"c(-105.549164, 37.5625)"
Pinus aristata Engelm.,"c(-105.881814, 39.366106)"
Pinus aristata Engelm.,"c(-105.160686, 38.874363)"
Pinus aristata Engelm.,"c(-111.652403, 35.323882)"
Pinus aristata Engelm.,"c(-105.602141, 35.764476)"
Pinus aristata Engelm.,"c(-111.683564, 35.339711)"
Pinus aristata Engelm.,"c(-111.673683, 35.359997)"
Pinus aristata Engelm.,"c(-111.682603, 35.335975)"
Pinus aristata Engelm.,"c(-105.6875, 38.80305)"
Pinus aristata Engelm.,"c(-105.149465, 38.710191)"
Pinus aristata Engelm.,"c(-105.213587, 36.955938)"
Pinus aristata Engelm.,"c(-105.522376, 39.676568)"
Pinus aristata Engelm.,"c(-105.599463, 39.3675)"
Pinus aristata Engelm.,"c(-105.808327, 39.158244)"
Pinus aristata Engelm.,"c(-106.807743, 37.46514)"
Pinus aristata Engelm.,"c(-105.182792, 38.894233)"
Pinus aristata Engelm.,"c(-105.101019, 37.379708)"
Pinus aristata Engelm.,"c(-105.831454, 40.250092)"
Pinus aristata Engelm.,"c(-105.024779, 37.349443)"
Pinus aristata Engelm.,"c(-111.681914, 35.333939)"
Pinus aristata Engelm.,"c(-111.68188, 35.335179)"
Pinus aristata Engelm.,"c(-106.263542, 39.233227)"
Pinus aristata Engelm.,"c(-111.719207, 35.33211)"
Pinus aristata Engelm.,"c(-105.065415, 38.877104)"
Pinus aristata Engelm.,"c(-105.635513, 39.619697)"
Pinus aristata Engelm.,"c(-106.807736, 37.46512)"
Pinus aristata Engelm.,"c(-111.689023, 35.334383)"
Pinus aristata Engelm.,"c(-111.683713, 35.332735)"
Pinus aristata Engelm.,"c(-111.68361, 35.332783)"
Pinus aristata Engelm.,"c(-105.63233, 35.86373)"
Pinus aristata Engelm.,"c(-105.724953, 39.567905)"
Pinus aristata Engelm.,"c(-105.585313, 38.031446)"
Pinus aristata Engelm.,"c(-105.1587, 38.020653)"
Pinus aristata Engelm.,"c(-111.683517, 35.338538)"
Pinus aristata Engelm.,"c(-106.353368, 37.678944)"
Pinus aristata Engelm.,"c(-106.100979, 39.205074)"
Pinus aristata Engelm.,"c(-106.114114, 39.250375)"
Pinus aristata Engelm.,"c(-105.7863, 38.852128)"
Pinus aristata Engelm.,"c(-105.756675, 39.413321)"
Pinus aristata Engelm.,"c(-106.107728, 39.129414)"
Pinus aristata Engelm.,"c(-106.107614, 39.129475)"
Pinus aristata Engelm.,"c(-111.720191, 35.328094)"
Pinus aristata Engelm.,"c(-111.682731, 35.336119)"
Pinus aristata Engelm.,"c(-111.683572, 35.34)"
Pinus aristata Engelm.,"c(-106.30435, 38.9485)"
Pinus aristata Engelm.,"c(-111.654284, 35.336981)"
Pinus aristata Engelm.,"c(-105.591867, 39.690025)"
Pinus aristata Engelm.,"c(-105.632039, 39.584225)"
Pinus aristata Engelm.,"c(-105.59, 39.521881)"
Pinus aristata Engelm.,"c(-105.862384, 39.447911)"
Pinus aristata Engelm.,"c(-105.987668, 39.825092)"
Pinus aristata Engelm.,"c(-106.176086, 39.126588)"
Pinus aristata Engelm.,"c(-111.651055, 35.339608)"
Pinus aristata Engelm.,"c(-111.6771, 35.214905)"
Pinus aristata Engelm.,"c(-106.124467, 39.159531)"
Pinus aristata Engelm.,"c(-105.592575, 39.642175)"
Pinus aristata Engelm.,"c(-104.963245, 38.876735)"
Pinus aristata Engelm.,"c(-105.596083, 39.61667)"
Pinus aristata Engelm.,"c(-106.114189, 39.250613)"
Pinus aristata Engelm.,"c(-106.216103, 38.615017)"
Pinus aristata Engelm.,"c(-105.509919, 39.670462)"
Pinus aristata Engelm.,"c(-111.684981, 35.334092)"
Pinus aristata Engelm.,"c(-106.899976, 39.029004)"
Pinus aristata Engelm.,"c(-111.695572, 35.33725)"
Pinus aristata Engelm.,"c(-111.695586, 35.33725)"
Pinus aristata Engelm.,"c(-105.57906, 39.659639)"
Pinus aristata Engelm.,"c(-105.775833, 35.79465)"
Pinus aristata Engelm.,"c(-111.683618, 35.340565)"
Pinus aristata Engelm.,"c(-111.719215, 35.332127)"
Pinus aristata Engelm.,"c(-105.124733, 38.724075)"
Pinus aristata Engelm.,"c(-105.694641, 39.490026)"
Pinus aristata Engelm.,"c(-111.683555, 35.339692)"
Pinus aristata Engelm.,"c(-111.682092, 35.334378)"
Pinus aristata Engelm.,"c(-111.692367, 35.334203)"
Pinus aristata Engelm.,"c(-105.404179, 36.587782)"
Pinus aristata Engelm.,"c(-106.735789, 37.92257)"
Pinus aristata Engelm.,"c(-105.571303, 39.638882)"
Pinus aristata Engelm.,"c(-111.725128, 35.307167)"
Pinus aristata Engelm.,"c(-105.466928, 35.702065)"
Pinus aristata Engelm.,"c(-107.029615, 37.923214)"
Pinus aristata Engelm.,"c(-105.122327, 38.701507)"
Pinus aristata Engelm.,"c(-105.592799, 39.642357)"
Pinus aristata Engelm.,"c(-107.218788, 37.997413)"
Pinus aristata Engelm.,"c(-106.70216, 37.451399)"
Pinus aristata Engelm.,"c(-105.940247, 39.427647)"
Pinus aristata Engelm.,"c(-105.573303, 39.669737)"
Pinus aristata Engelm.,"c(-105.592786, 39.642318)"
Pinus aristata Engelm.,"c(-105.596145, 39.639317)"
Pinus aristata Engelm.,"c(-105.08239, 36.44947)"
Pinus aristata Engelm.,"c(-105.645148, 39.833049)"
Pinus aristata Engelm.,"c(-105.592637, 39.642413)"
Pinus aristata Engelm.,"c(-105.592595, 39.642377)"
Pinus aristata Engelm.,"c(-106.10321, 39.206249)"
Pinus aristata Engelm.,"c(-105.987403, 39.825789)"
Pinus aristata Engelm.,"c(-105.592537, 39.642217)"
Pinus aristata Engelm.,"c(-105.555056, 39.326579)"
Pinus aristata Engelm.,"c(-105.679991, 39.364347)"
Pinus aristata Engelm.,"c(-105.59235, 39.642635)"
Pinus aristata Engelm.,"c(-105.724694, 39.451042)"
Pinus aristata Engelm.,"c(-105.72535, 39.450972)"
Pinus aristata Engelm.,"c(-105.725328, 39.450936)"
Pinus aristata Engelm.,"c(-105.725136, 39.450569)"
Pinus aristata Engelm.,"c(-105.724992, 39.450786)"
Pinus aristata Engelm.,"c(-105.728692, 39.451428)"
Pinus aristata Engelm.,"c(-104.947986, 38.754058)"
Pinus aristata Engelm.,"c(-105.087936, 38.882644)"
Pinus aristata Engelm.,"c(-111.682076, 35.335579)"
Pinus aristata Engelm.,"c(-105.175636, 38.726269)"
Pinus aristata Engelm.,"c(-106.098975, 39.296037)"
Pinus aristata Engelm.,"c(-105.175636, 38.726269)"
Pinus aristata Engelm.,"c(-106.349487, 38.53032)"
Pinus aristata Engelm.,"c(-106.241026, 38.384411)"
Pinus aristata Engelm.,"c(-111.71814, 35.334812)"
Pinus aristata Engelm.,"c(-105.719489, 40.330176)"
Pinus aristata Engelm.,"c(-111.651222, 35.339828)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.68267, 36.597692)"
Pinus balfouriana Balf.,"c(-118.328833, 36.688228)"
Pinus balfouriana Balf.,"c(-118.347978, 36.779625)"
Pinus balfouriana Balf.,"c(-122.494897, 41.311633)"
Pinus balfouriana Balf.,"c(-122.48848, 41.318822)"
Pinus balfouriana Balf.,"c(-122.886614, 40.941104)"
Pinus balfouriana Balf.,"c(-122.896204, 40.953216)"
Pinus balfouriana Balf.,"c(-122.900913, 40.945981)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.207542, 36.453578)"
Pinus balfouriana Balf.,"c(-122.485345, 41.317097)"
Pinus balfouriana Balf.,"c(-118.516455, 36.417169)"
Pinus balfouriana Balf.,"c(-118.170093, 36.453274)"
Pinus balfouriana Balf.,"c(-122.490174, 41.327713)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.337662, 36.771708)"
Pinus balfouriana Balf.,"c(-122.48703, 41.316642)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.390235, 36.650988)"
Pinus balfouriana Balf.,"c(-118.521361, 36.424001)"
Pinus balfouriana Balf.,"c(-122.489647, 41.315025)"
Pinus balfouriana Balf.,"c(-122.488563, 41.317863)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.351647, 36.770283)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.163131, 36.450306)"
Pinus balfouriana Balf.,"c(-118.163519, 36.450828)"
Pinus balfouriana Balf.,"c(-122.862472, 41.059714)"
Pinus balfouriana Balf.,"c(-122.482453, 41.316628)"
Pinus balfouriana Balf.,"c(-122.53958, 41.345218)"
Pinus balfouriana Balf.,"c(-122.941733, 40.99252)"
Pinus balfouriana Balf.,"c(-122.940292, 40.992603)"
Pinus balfouriana Balf.,"c(-122.485216, 41.317042)"
Pinus balfouriana Balf.,"c(-122.906831, 40.949869)"
Pinus balfouriana Balf.,"c(-118.173395, 36.453465)"
Pinus balfouriana Balf.,"c(-123.024639, 40.974089)"
Pinus balfouriana Balf.,"c(-122.485542, 41.316897)"
Pinus balfouriana Balf.,"c(-118.220388, 36.449588)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.608108, 36.414493)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.327445, 35.922184)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.335127, 35.92364)"
Pinus balfouriana Balf.,"c(-118.251074, 36.579459)"
Pinus balfouriana Balf.,"c(-122.794234, 41.203414)"
Pinus balfouriana Balf.,"c(-122.487831, 41.316497)"
Pinus balfouriana Balf.,"c(-118.17135, 36.448395)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.282547, 36.355122)"
Pinus balfouriana Balf.,"c(-118.344955, 36.7724)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.176469, 36.427006)"
Pinus balfouriana Balf.,"c(-123.080596, 41.471978)"
Pinus balfouriana Balf.,"c(-122.793511, 41.204442)"
Pinus balfouriana Balf.,"c(-122.787197, 41.213603)"
Pinus balfouriana Balf.,"c(-122.489268, 41.315723)"
Pinus balfouriana Balf.,"c(-122.480175, 41.317096)"
Pinus balfouriana Balf.,"c(-122.716157, 41.267741)"
Pinus balfouriana Balf.,"c(-123.085003, 41.583638)"
Pinus balfouriana Balf.,"c(-123.072518, 41.585052)"
Pinus balfouriana Balf.,"c(-123.073975, 41.586839)"
Pinus balfouriana Balf.,"c(-118.197734, 36.491467)"
Pinus balfouriana Balf.,"c(-118.22164, 36.499269)"
Pinus balfouriana Balf.,"c(-122.492069, 41.318712)"
Pinus balfouriana Balf.,"c(-122.487446, 41.316703)"
Pinus balfouriana Balf.,"c(-122.480233, 41.31806)"
Pinus balfouriana Balf.,"c(-122.481921, 41.316567)"
Pinus balfouriana Balf.,"c(-122.482189, 41.316559)"
Pinus balfouriana Balf.,"c(-122.48497, 41.31697)"
Pinus balfouriana Balf.,"c(-118.164383, 36.452747)"
Pinus balfouriana Balf.,"c(-118.192894, 36.462464)"
Pinus balfouriana Balf.,"c(-122.786067, 41.215158)"
Pinus balfouriana Balf.,"c(-122.786067, 41.215158)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.169495, 36.45293)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.169032, 36.452037)"
Pinus balfouriana Balf.,"c(-122.90162, 41.023842)"
Pinus balfouriana Balf.,"c(-118.231063, 36.488445)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.169391, 36.45293)"
Pinus balfouriana Balf.,"c(-118.665628, 36.58815)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.169533, 36.452908)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.169572, 36.45297)"
Pinus balfouriana Balf.,"c(-122.952061, 41.302874)"
Pinus balfouriana Balf.,"c(-122.95449, 41.301941)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.349022, 36.77017)"
Pinus balfouriana Balf.,"c(-122.485514, 41.316935)"
Pinus balfouriana Balf.,"c(-123.046989, 41.012558)"
Pinus balfouriana Balf.,"c(-122.489088, 41.315983)"
Pinus balfouriana Balf.,"c(-122.873339, 40.955692)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.222113, 36.455262)"
Pinus balfouriana Balf.,"c(-118.419011, 36.825079)"
Pinus balfouriana Balf.,"c(-118.356438, 36.770642)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.349962, 36.770642)"
Pinus balfouriana Balf.,"c(-122.894128, 41.036536)"
Pinus balfouriana Balf.,"c(-122.867142, 41.036592)"
Pinus balfouriana Balf.,"c(-122.902047, 40.991867)"
Pinus balfouriana Balf.,"c(-122.882417, 40.960308)"
Pinus balfouriana Balf.,"c(-122.495357, 41.317456)"
Pinus balfouriana Balf.,"c(-122.493664, 41.317086)"
Pinus balfouriana Balf.,"c(-122.49293, 41.318599)"
Pinus balfouriana Balf.,"c(-118.26304, 36.567854)"
Pinus balfouriana Balf.,"c(-118.261768, 36.570305)"
Pinus balfouriana Balf.,"c(-118.666544, 36.587381)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.258978, 36.571647)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.282323, 36.578831)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.343313, 36.775183)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.419344, 36.857225)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.409562, 36.837808)"
Pinus balfouriana Balf.,"c(-118.360964, 36.547778)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.170617, 36.448053)"
Pinus balfouriana Balf.,"c(-118.261658, 36.568937)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.131675, 36.467036)"
Pinus balfouriana Balf.,"c(-118.698112, 36.641438)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.162587, 36.450672)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.163711, 36.450633)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.163655, 36.459472)"
Pinus balfouriana Balf.,"c(-122.789513, 41.21823)"
Pinus balfouriana Balf.,"c(-118.496192, 36.469867)"
Pinus balfouriana Balf.,"c(-118.131767, 36.467127)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.13174, 36.467022)"
Pinus balfouriana Balf.,"c(-118.348964, 36.461152)"
Pinus balfouriana Balf.,"c(-122.789611, 41.212389)"
Pinus balfouriana Balf.,"c(-122.979225, 40.186274)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.233983, 36.572922)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.245489, 36.561203)"
Pinus balfouriana Balf.,"c(-118.176942, 36.453625)"
Pinus balfouriana Balf.,"c(-118.214826, 36.492332)"
Pinus balfouriana Balf.,"c(-122.485222, 41.316937)"
Pinus balfouriana Balf.,"c(-122.814009, 41.203787)"
Pinus balfouriana Balf.,"c(-122.793288, 41.247575)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.666831, 36.587494)"
Pinus balfouriana Balf.,"c(-122.788728, 41.219855)"
Pinus balfouriana Balf.,"c(-122.903281, 40.943456)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.176353, 36.427114)"
Pinus balfouriana Balf.,"c(-118.272056, 36.478628)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.211678, 36.295261)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.168669, 36.453969)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.336994, 36.771836)"
Pinus balfouriana Balf.,"c(-123.149097, 41.406919)"
Pinus balfouriana Balf.,"c(-123.196041, 41.445164)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.250253, 36.580112)"
Pinus balfouriana Balf.,"c(-122.479184, 41.31987)"
Pinus balfouriana Balf.,"c(-122.955078, 41.302003)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.170105, 36.453188)"
Pinus balfouriana Balf.,"c(-118.173033, 36.488597)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.462753, 36.56348)"
Pinus balfouriana Balf.,"c(-122.487408, 41.316639)"
Pinus balfouriana Balf.,"c(-118.564912, 36.461113)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.170062, 36.448859)"
Pinus balfouriana Balf.,"c(-123.0821, 41.586105)"
Pinus balfouriana Balf.,"c(-123.082, 41.57892)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.604594, 36.416559)"
Pinus balfouriana Balf.,"c(-123.096555, 41.575358)"
Pinus balfouriana Balf.,"c(-123.096322, 41.58585)"
Pinus balfouriana Balf.,"c(-118.388083, 37.02062)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.39335, 37.019286)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.66568, 36.588412)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.666845, 36.587525)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.258195, 36.571097)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.22863, 36.486187)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.347978, 36.779489)"
Pinus balfouriana Balf.,"c(-118.190461, 36.461525)"
Pinus balfouriana Balf.,"c(-118.192817, 36.462514)"
Pinus balfouriana Balf.,"c(-118.192917, 36.462467)"
Pinus balfouriana Balf.,"c(-118.210694, 36.469811)"
Pinus balfouriana Balf.,"c(-118.528608, 36.64483)"
Pinus balfouriana Balf.,"c(-118.457964, 36.57662)"
Pinus balfouriana Balf.,"c(-118.217981, 36.478219)"
Pinus balfouriana Balf.,"c(-118.1788, 36.469432)"
Pinus balfouriana Balf.,"c(-118.540069, 36.57985)"
