scientific_name,geometry
Pinus balfouriana Balf.,"c(-118.345119, 36.77335)"
Pinus balfouriana Balf.,"c(-118.345161, 36.773164)"
Pinus balfouriana Balf.,"c(-122.482092, 41.316519)"
Pinus balfouriana Balf.,"c(-122.49952, 41.299637)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.250275, 36.58017)"
Pinus balfouriana Balf.,"c(-122.489503, 41.31635)"
Pinus balfouriana Balf.,"c(-122.485847, 41.316783)"
Pinus balfouriana Balf.,"c(-122.49067, 41.318592)"
Pinus balfouriana Balf.,"c(-122.490678, 41.318628)"
Pinus balfouriana Balf.,"c(-122.489022, 41.317883)"
Pinus balfouriana Balf.,"c(-118.553925, 36.462222)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.25805, 36.5846)"
Pinus balfouriana Balf.,"c(-118.35, 36.770556)"
Pinus balfouriana Balf.,"c(-123.198005, 41.576897)"
Pinus balfouriana Balf.,"c(-118.213456, 36.486847)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.210957, 36.483327)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.214572, 36.488771)"
Pinus balfouriana Balf.,"c(-123.100311, 41.569947)"
Pinus balfouriana Balf.,"c(-122.487778, 41.316517)"
Pinus balfouriana Balf.,"c(-122.857229, 40.037569)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.561256, 36.421881)"
Pinus balfouriana Balf.,"c(-122.489875, 41.318478)"
Pinus balfouriana Balf.,"c(-122.488678, 41.318353)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.338828, 36.76758)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.360213, 36.7705)"
Pinus balfouriana Balf.,"c(-118.216842, 36.488033)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.366562, 36.770558)"
Pinus balfouriana Balf.,"c(-118.185495, 36.452362)"
Pinus balfouriana Balf.,"c(-118.261437, 36.5877)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.465986, 36.356348)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.544226, 36.444334)"
Pinus balfouriana Balf.,"c(-122.872944, 40.944095)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.344833, 36.7732)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.666875, 36.586325)"
Pinus balfouriana Balf.,"c(-118.376703, 36.611596)"
Pinus balfouriana Balf.,"c(-118.610506, 36.409597)"
Pinus balfouriana Balf.,"c(-122.752088, 41.33424)"
Pinus balfouriana Balf.,"c(-118.338485, 36.771791)"
Pinus balfouriana Balf.,"c(-118.214927, 36.454421)"
Pinus balfouriana Balf.,"c(-118.225625, 36.454867)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.224933, 36.454172)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.220962, 36.435353)"
Pinus balfouriana Balf.,"c(-118.176242, 36.427269)"
Pinus balfouriana Balf.,"c(-118.214708, 36.454362)"
Pinus balfouriana Balf.,"c(-118.009557, 36.518934)"
Pinus balfouriana Balf.,"c(-118.667192, 36.587428)"
Pinus balfouriana Balf.,"c(-118.152201, 36.432495)"
Pinus balfouriana Balf.,"c(-123.076561, 41.582962)"
Pinus balfouriana Balf.,"c(-123.079736, 41.579922)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.359944, 36.769638)"
Pinus balfouriana Balf.,"c(-122.910701, 41.190768)"
Pinus balfouriana Balf.,"c(-122.904394, 40.942346)"
Pinus balfouriana Balf.,"c(-118.170699, 36.448297)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.171266, 36.448741)"
Pinus balfouriana Balf.,"c(-122.485204, 41.317007)"
Pinus balfouriana Balf.,"c(-118.620837, 36.41962)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.359604, 36.769222)"
Pinus balfouriana Balf.,"c(-118.238228, 36.460517)"
Pinus balfouriana Balf.,"c(-118.268997, 36.501812)"
Pinus balfouriana Balf.,"c(-118.344414, 36.772343)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.542633, 36.489769)"
Pinus balfouriana Balf.,"c(-118.579185, 36.449604)"
Pinus balfouriana Balf.,"c(-118.515694, 36.490299)"
Pinus balfouriana Balf.,"c(-118.726408, 36.58583)"
Pinus balfouriana Balf.,"c(-118.192903, 36.462425)"
Pinus balfouriana Balf.,"c(-118.192917, 36.462475)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.218825, 36.477617)"
Pinus balfouriana Balf.,"c(-118.596576, 36.848484)"
Pinus balfouriana Balf.,"c(-118.321336, 35.920897)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.31803, 35.91751)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.31803, 35.91751)"
Pinus balfouriana Balf.,"c(-118.579728, 36.449464)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.355731, 36.770186)"
Pinus balfouriana Balf.,"c(-118.345436, 36.772122)"
Pinus balfouriana Balf.,"c(-118.373617, 36.605752)"
Pinus balfouriana Balf.,"c(-118.281905, 36.303147)"
Pinus balfouriana Balf.,"c(-118.378608, 36.611553)"
Pinus balfouriana Balf.,"c(-118.596292, 36.603183)"
Pinus balfouriana Balf.,"c(-118.345717, 36.514856)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.204059, 36.492008)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.31803, 35.91751)"
Pinus balfouriana Balf.,"c(-118.167354, 36.433217)"
Pinus balfouriana Balf.,"c(-118.171352, 36.448407)"
Pinus balfouriana Balf.,"c(-122.889597, 40.912781)"
Pinus balfouriana Balf.,"c(-122.970162, 40.192675)"
Pinus balfouriana Balf.,"c(-122.785662, 41.215313)"
Pinus balfouriana Balf.,"c(-118.327636, 35.919767)"
Pinus balfouriana Balf.,"c(-118.340106, 36.771578)"
Pinus balfouriana var. austrina (Bruijn & J.Mastrog.) Silba,"c(-118.32761, 35.91979)"
Pinus balfouriana var. austrina (Bruijn & J.Mastrog.) Silba,"c(-118.32761, 35.91979)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.32761, 35.91979)"
Pinus balfouriana Balf.,"c(-122.973641, 40.196262)"
Pinus balfouriana Balf.,"c(-122.863344, 40.037958)"
Pinus balfouriana Balf.,"c(-122.487091, 41.316711)"
Pinus balfouriana Balf.,"c(-122.883972, 40.922437)"
Pinus balfouriana Balf.,"c(-118.171469, 36.448556)"
Pinus balfouriana Balf.,"c(-118.171538, 36.44873)"
Pinus balfouriana Balf.,"c(-118.126708, 36.230308)"
Pinus balfouriana Balf.,"c(-122.956587, 41.30745)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.355253, 36.770161)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.39042, 36.651762)"
Pinus balfouriana Balf.,"c(-118.31772, 36.693395)"
Pinus balfouriana Balf.,"c(-118.3684, 36.62555)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.419937, 36.775867)"
Pinus balfouriana Balf.,"c(-118.325082, 35.926816)"
Pinus balfouriana Balf.,"c(-118.192803, 36.462475)"
Pinus balfouriana Balf.,"c(-122.888719, 40.908228)"
Pinus balfouriana Balf.,"c(-122.880667, 40.933736)"
Pinus balfouriana Balf.,"c(-122.907409, 40.947325)"
Pinus balfouriana Balf.,"c(-122.888569, 40.910975)"
Pinus balfouriana Balf.,"c(-122.905872, 40.944594)"
Pinus balfouriana Balf.,"c(-122.893944, 40.953208)"
Pinus balfouriana Balf.,"c(-122.484445, 41.3298)"
Pinus balfouriana Balf.,"c(-123.077964, 41.58212)"
Pinus balfouriana Balf.,"c(-122.486575, 41.316612)"
Pinus balfouriana Balf.,"c(-122.786461, 41.229703)"
Pinus balfouriana Balf.,"c(-122.787711, 41.222706)"
Pinus balfouriana Balf.,"c(-122.789056, 41.221478)"
Pinus balfouriana Balf.,"c(-122.788978, 41.221528)"
Pinus balfouriana Balf.,"c(-122.788339, 41.21985)"
Pinus balfouriana Balf.,"c(-122.79026, 41.212264)"
Pinus balfouriana Balf.,"c(-118.666747, 36.587537)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.173457, 36.453319)"
Pinus balfouriana Balf.,"c(-118.17715, 36.454073)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.178575, 36.471622)"
Pinus balfouriana Balf.,"c(-118.183423, 36.489611)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.202998, 36.488647)"
Pinus balfouriana Balf.,"c(-122.489281, 41.31575)"
Pinus balfouriana Balf.,"c(-122.489616, 41.317367)"
Pinus balfouriana Balf.,"c(-118.261612, 36.56903)"
Pinus balfouriana Balf.,"c(-122.482687, 41.319594)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.364533, 36.774229)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.553764, 36.46225)"
Pinus balfouriana Balf.,"c(-122.984507, 41.351883)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.54251, 36.560484)"
Pinus balfouriana Balf.,"c(-118.520828, 36.630622)"
Pinus balfouriana Balf.,"c(-118.494613, 36.610347)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.696006, 36.641628)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.250291, 36.580167)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.251044, 36.579889)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.249363, 36.575576)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.250198, 36.580291)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.250374, 36.58015)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.251632, 36.578933)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.247652, 36.576315)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.248985, 36.576135)"
Pinus balfouriana Balf.,"c(-118.171438, 36.44838)"
Pinus balfouriana Balf.,"c(-122.764137, 41.240508)"
Pinus balfouriana Balf.,"c(-123.208499, 41.574071)"
Pinus balfouriana Balf.,"c(-122.486099, 41.316621)"
Pinus balfouriana Balf.,"c(-122.884712, 40.926688)"
Pinus balfouriana Balf.,"c(-122.785995, 41.215205)"
Pinus balfouriana Balf.,"c(-122.789438, 41.212628)"
Pinus balfouriana Balf.,"c(-122.888217, 40.944371)"
Pinus balfouriana Balf.,"c(-122.793547, 41.204272)"
Pinus balfouriana Balf.,"c(-122.490301, 41.316998)"
Pinus balfouriana Balf.,"c(-122.793547, 41.204272)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.224799, 36.487269)"
Pinus balfouriana Balf.,"c(-118.357178, 36.764995)"
Pinus balfouriana Balf.,"c(-122.489123, 41.315939)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.216919, 36.488106)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.332122, 35.926542)"
Pinus balfouriana Balf.,"c(-122.4895, 41.315639)"
Pinus balfouriana Balf.,"c(-118.548767, 36.417767)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.167837, 36.452371)"
Pinus balfouriana Balf.,"c(-120.85139, 37.52222)"
Pinus balfouriana Balf.,"c(-122.87459, 40.930603)"
Pinus balfouriana Balf.,"c(-120.853698, 37.523228)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.164925, 36.449703)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.175019, 36.429717)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.176078, 36.427414)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.175689, 36.427314)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.150214, 36.378475)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.131103, 36.338356)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.251358, 36.473595)"
Pinus balfouriana Balf.,"c(-122.973333, 40.196389)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.489043, 36.51193)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.494018, 36.50776)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.547522, 36.554245)"
Pinus balfouriana Balf.,"c(-118.518895, 36.422914)"
Pinus balfouriana Balf.,"c(-118.518938, 36.422982)"
Pinus balfouriana Balf.,"c(-122.863056, 40.037778)"
Pinus balfouriana Balf.,"c(-122.863056, 40.037778)"
Pinus balfouriana Balf.,"c(-122.862222, 40.039167)"
Pinus balfouriana Balf.,"c(-122.976667, 40.193056)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.26417, 36.492127)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.344212, 36.50963)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.344212, 36.50963)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.364928, 36.5392)"
Pinus balfouriana Balf.,"c(-122.487147, 41.318484)"
Pinus balfouriana Balf.,"c(-122.956108, 41.301945)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.424583, 36.778612)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.371925, 36.583401)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.365773, 36.540757)"
Pinus balfouriana Balf.,"c(-122.907149, 40.945768)"
Pinus balfouriana Balf.,"c(-122.947325, 41.303091)"
Pinus balfouriana Balf.,"c(-122.81, 41.023)"
Pinus balfouriana Balf.,"c(-118.550955, 36.443797)"
Pinus balfouriana Balf.,"c(-122.88378, 40.921978)"
Pinus balfouriana Balf.,"c(-118.269858, 36.502797)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.344992, 36.772331)"
Pinus balfouriana Balf.,"c(-118.230356, 36.456108)"
Pinus balfouriana Balf.,"c(-118.579482, 36.449067)"
Pinus balfouriana Balf.,"c(-118.567683, 36.453365)"
Pinus balfouriana Balf.,"c(-118.665838, 36.588245)"
Pinus balfouriana Balf.,"c(-118.170908, 36.453406)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.25113, 36.577928)"
Pinus balfouriana Balf.,"c(-118.571005, 36.453675)"
Pinus balfouriana Balf.,"c(-118.611245, 36.416202)"
Pinus balfouriana Balf.,"c(-122.861917, 40.039517)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.251484, 36.575963)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.261422, 36.569108)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.250236, 36.580169)"
Pinus balfouriana Balf.,"c(-122.972778, 40.195)"
Pinus balfouriana Balf.,"c(-118.193743, 36.50218)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.326888, 35.924717)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.697967, 36.641558)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.696918, 36.643328)"
Pinus balfouriana Balf.,"c(-118.261467, 36.568967)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.12078, 36.23249)"
Pinus balfouriana Balf.,"c(-122.48941, 41.317516)"
Pinus balfouriana Balf.,"c(-122.952225, 41.302778)"
Pinus balfouriana Balf.,"c(-118.261483, 36.568917)"
Pinus balfouriana Balf.,"c(-118.259939, 36.583752)"
Pinus balfouriana Balf.,"c(-122.954422, 41.302223)"
Pinus balfouriana Balf.,"c(-118.58773, 36.405409)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.265419, 36.583831)"
Pinus balfouriana Balf.,"c(-122.860526, 40.038829)"
Pinus balfouriana Balf.,"c(-118.667288, 36.586825)"
Pinus balfouriana Balf.,"c(-118.66693, 36.587475)"
Pinus balfouriana Balf.,"c(-118.665663, 36.588147)"
Pinus balfouriana Balf.,"c(-118.665688, 36.588183)"
Pinus balfouriana Balf.,"c(-122.959784, 40.890842)"
Pinus balfouriana Balf.,"c(-118.593003, 36.444192)"
Pinus balfouriana Balf.,"c(-118.572778, 36.45297)"
Pinus balfouriana Balf.,"c(-118.57052, 36.453803)"
Pinus balfouriana Balf.,"c(-122.970327, 41.091073)"
Pinus balfouriana Balf.,"c(-118.577916, 36.451518)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.28647, 36.30417)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.631851, 36.579839)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.665658, 36.58828)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.199439, 36.474483)"
Pinus balfouriana Balf.,"c(-123.211345, 41.565592)"
Pinus balfouriana Balf.,"c(-118.669107, 36.596914)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.591178, 36.416283)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.57641, 36.421572)"
Pinus balfouriana Balf.,"c(-118.58429, 36.455093)"
Pinus balfouriana Balf.,"c(-118.357269, 36.769424)"
Pinus balfouriana Balf.,"c(-118.365395, 36.768626)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.364792, 36.562212)"
Pinus balfouriana Balf.,"c(-118.296956, 36.576723)"
Pinus balfouriana Balf.,"c(-122.888648, 40.941413)"
Pinus balfouriana Balf.,"c(-122.900678, 40.945682)"
Pinus balfouriana Balf.,"c(-122.888648, 40.941413)"
Pinus balfouriana Balf.,"c(-122.900678, 40.945682)"
Pinus balfouriana Balf.,"c(-122.900678, 40.945682)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.131753, 36.264264)"
Pinus balfouriana Balf.,"c(-118.329537, 36.69012)"
Pinus balfouriana Balf.,"c(-122.494852, 41.318205)"
Pinus balfouriana Balf.,"c(-118.239821, 36.565836)"
Pinus balfouriana Balf.,"c(-122.491801, 41.316868)"
Pinus balfouriana Balf.,"c(-123.049686, 41.000792)"
Pinus balfouriana Balf.,"c(-118.541441, 36.560713)"
Pinus balfouriana Balf.,"c(-118.667654, 36.587068)"
Pinus balfouriana Balf.,"c(-123.080931, 41.58765)"
Pinus balfouriana Balf.,"c(-122.4928, 41.3197)"
Pinus balfouriana Balf.,"c(-118.428501, 36.65672)"
Pinus balfouriana Balf.,"c(-122.880363, 40.958771)"
Pinus balfouriana Balf.,"c(-122.584725, 41.360536)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.515491, 36.447671)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.629315, 36.88346)"
Pinus balfouriana Balf.,"c(-122.576124, 41.378136)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.431759, 36.883052)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.415987, 36.771377)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.389573, 36.653744)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.378114, 36.618422)"
Pinus balfouriana Balf.,"c(-118.576111, 36.418722)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.513972, 36.486111)"
Pinus balfouriana Balf.,"c(-122.49164, 41.318172)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.217209, 36.497401)"
Pinus balfouriana Balf.,"c(-122.48, 41.32)"
Pinus balfouriana Balf.,"c(-122.483333, 41.316667)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.473826, 36.494034)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.379491, 36.592396)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.373415, 36.581832)"
Pinus balfouriana Balf.,"c(-122.954574, 41.303298)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.16972, 36.44806)"
Pinus balfouriana Balf.,"c(-118.346145, 36.771799)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.16972, 36.44778)"
Pinus balfouriana Balf.,"c(-122.489248, 41.316168)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.350289, 36.77935)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.347912, 36.77955)"
Pinus balfouriana Balf.,"c(-122.887428, 40.940952)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.404127, 36.813876)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.409796, 36.845173)"
Pinus balfouriana Balf.,"c(-123.13494, 41.74879)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.274205, 36.564204)"
Pinus balfouriana Balf.,"c(-122.957914, 41.302283)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.410347, 36.764164)"
Pinus balfouriana Balf.,"c(-118.159923, 36.43841)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.17402, 36.42498)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.16955, 36.44165)"
Pinus balfouriana Balf.,"c(-122.92, 41.06)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.248338, 36.5768)"
Pinus balfouriana Balf.,"c(-118.344278, 36.772222)"
Pinus balfouriana Balf.,"c(-123.290672, 42.012242)"
Pinus balfouriana Balf.,"c(-122.533667, 41.341306)"
Pinus balfouriana Balf.,"c(-122.533667, 41.341306)"
Pinus balfouriana Balf.,"c(-122.533667, 41.341306)"
Pinus balfouriana Balf.,"c(-122.533667, 41.341306)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.299559, 36.571829)"
Pinus balfouriana subsp. austrina Bruijn & J.Mastrog.,"c(-118.5944, 36.46974)"
Pinus balfouriana Balf.,"c(-122.53366, 41.341285)"
Pinus balfouriana Balf.,"c(-122.53367, 41.34131)"
Pinus balfouriana Balf.,"c(-122.53367, 41.34131)"
Pinus balfouriana Balf.,"c(-122.53367, 41.34131)"
Pinus balfouriana Balf.,"c(-122.53367, 41.34131)"
Pinus balfouriana Balf.,"c(-118.696058, 36.642381)"
Pinus balfouriana Balf.,"c(-122.533667, 41.341306)"
Pinus balfouriana Balf.,"c(-118.339, 36.774)"
Pinus balfouriana Balf.,"c(-118.562165, 36.471979)"
Pinus balfouriana Balf.,"c(-118.394444, 36.851111)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
Pinus balfouriana Balf.,"c(-118.3421, 36.445)"
